Store,Day,Month,Year,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Month,Day of the Week
31,26,10,2012," $ 1,340,232.55 ",0,70.5,3.506,223.08,6.17,10/26/2012,Fri
32,26,10,2012," $ 1,219,979.29 ",0,47.22,3.686,199.22,7.557,10/26/2012,Fri
33,26,10,2012," $ 253,731.13 ",0,73.7,4.301,131.19,6.895,10/26/2012,Fri
34,26,10,2012," $ 956,987.81 ",0,57.95,3.514,131.19,8.839,10/26/2012,Fri
35,26,10,2012," $ 865,137.60 ",0,58.99,3.882,142.76,8.665,10/26/2012,Fri
36,26,10,2012," $ 272,489.41 ",0,74.39,3.494,222.11,6.228,10/26/2012,Fri
37,26,10,2012," $ 534,738.43 ",0,74.39,3.506,222.11,6.228,10/26/2012,Fri
38,26,10,2012," $ 417,290.38 ",0,65.95,4.301,131.19,10.199,10/26/2012,Fri
39,26,10,2012," $ 1,569,502.00 ",0,72.9,3.506,222.11,6.228,10/26/2012,Fri
40,26,10,2012," $ 921,264.52 ",0,49.65,3.917,138.73,4.145,10/26/2012,Fri
41,26,10,2012," $ 1,316,542.59 ",0,41.8,3.686,199.22,6.195,10/26/2012,Fri
42,26,10,2012," $ 514,756.08 ",0,70.5,4.301,131.19,6.943,10/26/2012,Fri
43,26,10,2012," $ 587,603.55 ",0,69.17,3.506,214.74,8.839,10/26/2012,Fri
44,26,10,2012," $ 361,067.07 ",0,46.97,3.755,131.19,5.217,10/26/2012,Fri
45,26,10,2012," $ 760,281.43 ",0,58.85,3.882,192.31,8.667,10/26/2012,Fri
1,26,11,2010," $ 1,955,624.11 ",1,64.52,2.735,211.75,7.838,11/26/2010,Fri
2,26,11,2010," $ 2,658,725.29 ",1,62.98,2.735,211.41,8.163,11/26/2010,Fri
3,26,11,2010," $ 565,567.84 ",1,68.71,2.735,215.06,7.564,11/26/2010,Fri
4,26,11,2010," $ 2,789,469.45 ",1,48.08,2.752,126.67,7.127,11/26/2010,Fri
5,26,11,2010," $ 488,362.61 ",1,66.15,2.735,212.30,6.768,11/26/2010,Fri
6,26,11,2010," $ 2,267,452.40 ",1,65.79,2.735,213.27,7.007,11/26/2010,Fri
7,26,11,2010," $ 835,189.26 ",1,17.95,2.742,191.01,9.137,11/26/2010,Fri
8,26,11,2010," $ 1,261,693.16 ",1,51.07,2.735,215.11,6.433,11/26/2010,Fri
9,26,11,2010," $ 768,070.53 ",1,60.18,2.735,215.29,6.56,11/26/2010,Fri
10,26,11,2010," $ 2,939,946.38 ",1,55.33,3.162,126.67,9.003,11/26/2010,Fri
11,26,11,2010," $ 1,757,242.51 ",1,69.9,2.735,215.06,7.564,11/26/2010,Fri
12,26,11,2010," $ 1,601,377.41 ",1,47.66,3.162,126.67,14.313,11/26/2010,Fri
13,26,11,2010," $ 2,766,400.05 ",1,28.22,2.83,126.67,7.795,11/26/2010,Fri
14,26,11,2010," $ 2,921,709.71 ",1,46.15,3.039,182.78,8.724,11/26/2010,Fri
15,26,11,2010," $ 1,120,018.92 ",1,40.71,3.186,132.84,8.067,11/26/2010,Fri
16,26,11,2010," $ 651,837.77 ",1,23.46,2.742,191.01,6.986,11/26/2010,Fri
17,26,11,2010," $ 1,005,448.76 ",1,19.03,2.83,126.67,6.885,11/26/2010,Fri
18,26,11,2010," $ 1,653,759.36 ",1,40.81,3.07,132.84,9.331,11/26/2010,Fri
19,26,11,2010," $ 1,993,367.83 ",1,42.62,3.186,132.84,8.067,11/26/2010,Fri
20,26,11,2010," $ 2,811,634.04 ",1,46.66,3.039,204.96,7.484,11/26/2010,Fri
21,26,11,2010," $ 1,245,628.61 ",1,62.96,2.735,211.41,8.163,11/26/2010,Fri
22,26,11,2010," $ 1,564,502.26 ",1,44.61,3.07,136.69,8.572,11/26/2010,Fri
23,26,11,2010," $ 2,072,685.05 ",1,34.95,3.07,132.84,5.287,11/26/2010,Fri
24,26,11,2010," $ 1,779,276.51 ",1,41.92,3.186,132.84,8.275,11/26/2010,Fri
25,26,11,2010," $ 1,115,240.61 ",1,43.43,3.039,204.96,7.484,11/26/2010,Fri
26,26,11,2010," $ 1,286,833.62 ",1,28.11,3.07,132.84,8.149,11/26/2010,Fri
27,26,11,2010," $ 2,627,910.75 ",1,46.67,3.186,136.69,8.021,11/26/2010,Fri
28,26,11,2010," $ 1,937,033.50 ",1,47.66,3.162,126.67,14.313,11/26/2010,Fri
29,26,11,2010," $ 975,268.91 ",1,44.61,3.07,132.84,10.524,11/26/2010,Fri
30,26,11,2010," $ 462,732.36 ",1,62.96,2.735,211.41,8.163,11/26/2010,Fri
31,26,11,2010," $ 1,858,856.06 ",1,62.96,2.735,211.41,8.163,11/26/2010,Fri
32,26,11,2010," $ 1,634,635.86 ",1,29.97,2.742,191.01,9.137,11/26/2010,Fri
33,26,11,2010," $ 240,044.57 ",1,56.87,3.162,126.67,9.265,11/26/2010,Fri
34,26,11,2010," $ 1,309,476.68 ",1,41.13,2.752,126.67,10.21,11/26/2010,Fri
35,26,11,2010," $ 1,781,866.98 ",1,46.67,3.039,136.69,8.763,11/26/2010,Fri
36,26,11,2010," $ 408,891.49 ",1,67.73,2.725,210.52,8.476,11/26/2010,Fri
37,26,11,2010," $ 518,220.72 ",1,67.73,2.735,210.52,8.476,11/26/2010,Fri
38,26,11,2010," $ 360,857.98 ",1,47.66,3.162,126.67,14.313,11/26/2010,Fri
39,26,11,2010," $ 2,149,355.20 ",1,67.75,2.735,210.52,8.476,11/26/2010,Fri
40,26,11,2010," $ 1,166,142.85 ",1,32.94,3.07,132.84,5.287,11/26/2010,Fri
41,26,11,2010," $ 1,866,681.57 ",1,25.3,2.742,191.01,7.508,11/26/2010,Fri
42,26,11,2010," $ 522,296.71 ",1,55.33,3.162,126.67,9.003,11/26/2010,Fri
43,26,11,2010," $ 633,520.34 ",1,54.76,2.735,203.70,10.21,11/26/2010,Fri
44,26,11,2010," $ 307,646.50 ",1,28.22,2.83,126.67,7.61,11/26/2010,Fri
45,26,11,2010," $ 1,182,500.16 ",1,46.15,3.039,182.78,8.724,11/26/2010,Fri
1,27,1,2012," $ 1,319,325.59 ",0,54.26,3.29,220.08,7.348,1/27/2012,Fri
2,27,1,2012," $ 1,660,906.14 ",0,50.5,3.29,219.72,7.057,1/27/2012,Fri
3,27,1,2012," $ 349,518.10 ",0,58.06,3.29,223.56,6.833,1/27/2012,Fri
4,27,1,2012," $ 1,928,720.51 ",0,40.31,3.29,130.31,4.607,1/27/2012,Fri
5,27,1,2012," $ 295,974.22 ",0,54.63,3.29,220.66,5.943,1/27/2012,Fri
6,27,1,2012," $ 1,315,610.66 ",0,53.95,3.29,221.68,6.132,1/27/2012,Fri
7,27,1,2012," $ 541,037.98 ",0,26.9,3.038,196.83,8.256,1/27/2012,Fri
8,27,1,2012," $ 778,178.53 ",0,45.52,3.29,223.61,5.825,1/27/2012,Fri
9,27,1,2012," $ 482,451.21 ",0,49.38,3.29,223.81,5.667,1/27/2012,Fri
10,27,1,2012," $ 1,632,406.00 ",0,53.59,3.675,130.31,7.545,1/27/2012,Fri
11,27,1,2012," $ 1,162,675.85 ",0,58.36,3.29,223.56,6.833,1/27/2012,Fri
12,27,1,2012," $ 888,203.69 ",0,50.43,3.675,130.31,12.187,1/27/2012,Fri
13,27,1,2012," $ 1,733,983.09 ",0,34.32,3.058,130.31,6.104,1/27/2012,Fri
14,27,1,2012," $ 1,595,362.27 ",0,37.93,3.567,189.52,8.424,1/27/2012,Fri
15,27,1,2012," $ 466,045.63 ",0,30.87,3.737,136.96,7.943,1/27/2012,Fri
16,27,1,2012," $ 453,979.19 ",0,28.17,3.038,196.83,6.162,1/27/2012,Fri
17,27,1,2012," $ 769,522.33 ",0,29.99,3.058,130.31,6.403,1/27/2012,Fri
18,27,1,2012," $ 825,584.22 ",0,30.44,3.568,136.96,8.075,1/27/2012,Fri
19,27,1,2012," $ 1,279,623.26 ",0,32.41,3.737,136.96,7.943,1/27/2012,Fri
20,27,1,2012," $ 1,761,016.51 ",0,37.19,3.567,212.93,6.961,1/27/2012,Fri
21,27,1,2012," $ 611,258.71 ",0,50.79,3.29,219.72,7.057,1/27/2012,Fri
22,27,1,2012," $ 786,459.23 ",0,35.68,3.568,140.91,7.503,1/27/2012,Fri
23,27,1,2012," $ 1,037,476.38 ",0,25.71,3.568,136.96,4.261,1/27/2012,Fri
24,27,1,2012," $ 1,057,290.41 ",0,31.92,3.737,136.96,8.659,1/27/2012,Fri
25,27,1,2012," $ 589,554.29 ",0,32.24,3.567,212.93,6.961,1/27/2012,Fri
26,27,1,2012," $ 820,059.89 ",0,24.16,3.568,136.96,7.467,1/27/2012,Fri
27,27,1,2012," $ 1,263,534.86 ",0,36.96,3.737,140.91,8.009,1/27/2012,Fri
28,27,1,2012," $ 1,132,948.48 ",0,50.43,3.675,130.31,12.187,1/27/2012,Fri
29,27,1,2012," $ 395,987.24 ",0,35.68,3.568,136.96,8.988,1/27/2012,Fri
30,27,1,2012," $ 433,037.66 ",0,50.79,3.29,219.72,7.057,1/27/2012,Fri
31,27,1,2012," $ 1,259,941.48 ",0,50.79,3.29,219.72,7.057,1/27/2012,Fri
32,27,1,2012," $ 1,051,864.60 ",0,36.67,3.038,196.83,8.256,1/27/2012,Fri
33,27,1,2012," $ 236,920.49 ",0,56.33,3.675,130.31,7.603,1/27/2012,Fri
34,27,1,2012," $ 872,450.37 ",0,39.81,3.29,130.31,9.653,1/27/2012,Fri
35,27,1,2012," $ 588,722.99 ",0,36.96,3.567,140.91,8.744,1/27/2012,Fri
36,27,1,2012," $ 301,444.94 ",0,62.73,3.313,218.77,7.244,1/27/2012,Fri
37,27,1,2012," $ 514,116.58 ",0,62.73,3.29,218.77,7.244,1/27/2012,Fri
38,27,1,2012," $ 412,882.31 ",0,50.43,3.675,130.31,12.187,1/27/2012,Fri
39,27,1,2012," $ 1,320,301.61 ",0,60.65,3.29,218.77,7.244,1/27/2012,Fri
40,27,1,2012," $ 770,157.29 ",0,22.91,3.568,136.96,4.261,1/27/2012,Fri
41,27,1,2012," $ 1,079,398.81 ",0,33.15,3.038,196.83,6.589,1/27/2012,Fri
42,27,1,2012," $ 538,978.67 ",0,53.59,3.675,130.31,7.545,1/27/2012,Fri
43,27,1,2012," $ 587,685.38 ",0,52.1,3.29,211.59,9.653,1/27/2012,Fri
44,27,1,2012," $ 308,295.38 ",0,34.32,3.058,130.31,5.774,1/27/2012,Fri
45,27,1,2012," $ 624,081.64 ",0,37.93,3.567,189.52,8.424,1/27/2012,Fri
1,27,4,2012," $ 1,468,928.37 ",0,67.23,3.814,221.62,7.143,4/27/2012,Fri
2,27,4,2012," $ 1,764,133.09 ",0,67.2,3.814,221.26,6.891,4/27/2012,Fri
3,27,4,2012," $ 394,616.11 ",0,73.39,3.814,225.12,6.664,4/27/2012,Fri
4,27,4,2012," $ 2,064,065.66 ",0,76.47,3.81,131.13,4.308,4/27/2012,Fri
5,27,4,2012," $ 324,839.74 ",0,68.96,3.814,222.21,5.801,4/27/2012,Fri
6,27,4,2012," $ 1,456,221.10 ",0,71.5,3.814,223.23,5.964,4/27/2012,Fri
7,27,4,2012," $ 467,827.75 ",0,51.49,3.927,197.66,8.09,4/27/2012,Fri
8,27,4,2012," $ 879,448.25 ",0,70.34,3.814,225.17,5.679,4/27/2012,Fri
9,27,4,2012," $ 550,414.99 ",0,73.07,3.814,225.37,5.539,4/27/2012,Fri
10,27,4,2012," $ 1,712,987.56 ",0,80.11,4.088,131.13,7.382,4/27/2012,Fri
11,27,4,2012," $ 1,236,238.29 ",0,73.4,3.814,225.12,6.664,4/27/2012,Fri
12,27,4,2012," $ 1,004,252.38 ",0,77.99,4.193,131.13,11.627,4/27/2012,Fri
13,27,4,2012," $ 1,970,121.65 ",0,64.8,3.842,131.13,5.965,4/27/2012,Fri
14,27,4,2012," $ 1,784,029.95 ",0,53.2,4.004,190.87,8.567,4/27/2012,Fri
15,27,4,2012," $ 527,402.62 ",0,41.57,4.163,137.98,8.15,4/27/2012,Fri
16,27,4,2012," $ 398,445.15 ",0,59.69,3.927,197.66,6.169,4/27/2012,Fri
17,27,4,2012," $ 925,916.65 ",0,59.11,3.842,131.13,6.235,4/27/2012,Fri
18,27,4,2012," $ 961,186.23 ",0,50.43,4.023,137.98,8.304,4/27/2012,Fri
19,27,4,2012," $ 1,285,897.24 ",0,42.45,4.163,137.98,8.15,4/27/2012,Fri
20,27,4,2012," $ 1,886,503.93 ",0,47.64,4.004,214.42,7.139,4/27/2012,Fri
21,27,4,2012," $ 674,829.58 ",0,69.21,3.814,221.26,6.891,4/27/2012,Fri
22,27,4,2012," $ 922,539.94 ",0,51.42,4.023,141.96,7.671,4/27/2012,Fri
23,27,4,2012," $ 1,277,758.76 ",0,44.62,4.023,137.98,4.125,4/27/2012,Fri
24,27,4,2012," $ 1,194,334.65 ",0,49.26,4.163,137.98,8.983,4/27/2012,Fri
25,27,4,2012," $ 655,157.32 ",0,44.2,4.004,214.42,7.139,4/27/2012,Fri
26,27,4,2012," $ 911,969.00 ",0,43.6,4.023,137.98,7.489,4/27/2012,Fri
27,27,4,2012," $ 1,565,498.84 ",0,52.33,4.163,141.96,8.253,4/27/2012,Fri
28,27,4,2012," $ 1,170,456.16 ",0,77.99,4.193,131.13,11.627,4/27/2012,Fri
29,27,4,2012," $ 497,250.22 ",0,51.42,4.023,137.98,9.14,4/27/2012,Fri
30,27,4,2012," $ 433,744.83 ",0,69.21,3.814,221.26,6.891,4/27/2012,Fri
31,27,4,2012," $ 1,311,352.25 ",0,69.21,3.814,221.26,6.891,4/27/2012,Fri
32,27,4,2012," $ 1,126,962.44 ",0,61.76,3.927,197.66,8.09,4/27/2012,Fri
33,27,4,2012," $ 249,798.75 ",0,83.07,4.088,131.13,7.396,4/27/2012,Fri
34,27,4,2012," $ 940,299.87 ",0,66.49,3.81,131.13,9.575,4/27/2012,Fri
35,27,4,2012," $ 721,212.45 ",0,52.33,4.004,141.96,8.876,4/27/2012,Fri
36,27,4,2012," $ 308,389.82 ",0,70.06,3.888,220.30,6.989,4/27/2012,Fri
37,27,4,2012," $ 528,807.45 ",0,70.06,3.814,220.30,6.989,4/27/2012,Fri
38,27,4,2012," $ 419,964.77 ",0,77.99,4.193,131.13,11.627,4/27/2012,Fri
39,27,4,2012," $ 1,456,997.20 ",0,69.11,3.814,220.30,6.989,4/27/2012,Fri
40,27,4,2012," $ 875,372.91 ",0,47.51,4.023,137.98,4.125,4/27/2012,Fri
41,27,4,2012," $ 1,248,950.65 ",0,57.66,3.927,197.66,6.547,4/27/2012,Fri
42,27,4,2012," $ 526,625.49 ",0,80.11,4.088,131.13,7.382,4/27/2012,Fri
43,27,4,2012," $ 593,138.59 ",0,78.27,3.814,213.06,9.575,4/27/2012,Fri
44,27,4,2012," $ 330,338.36 ",0,64.8,3.842,131.13,5.621,4/27/2012,Fri
45,27,4,2012," $ 711,571.88 ",0,53.2,4.004,190.87,8.567,4/27/2012,Fri
1,27,5,2011," $ 1,466,046.67 ",0,77.72,3.786,215.50,7.682,5/27/2011,Fri
2,27,5,2011," $ 1,797,732.56 ",0,76.42,3.786,215.15,7.931,5/27/2011,Fri
3,27,5,2011," $ 369,350.60 ",0,84.41,3.786,218.89,7.574,5/27/2011,Fri
4,27,5,2011," $ 1,986,597.95 ",0,73.65,3.771,129.06,5.946,5/27/2011,Fri
5,27,5,2011," $ 297,149.69 ",0,80.14,3.786,216.07,6.489,5/27/2011,Fri
6,27,5,2011," $ 1,523,979.11 ",0,80.83,3.786,217.05,6.855,5/27/2011,Fri
7,27,5,2011," $ 457,216.87 ",0,37.51,3.795,192.84,8.595,5/27/2011,Fri
8,27,5,2011," $ 857,939.41 ",0,73.14,3.786,218.93,6.297,5/27/2011,Fri
9,27,5,2011," $ 553,834.04 ",0,80.42,3.786,219.12,6.38,5/27/2011,Fri
10,27,5,2011," $ 1,743,000.38 ",0,78.62,3.933,129.06,8.494,5/27/2011,Fri
11,27,5,2011," $ 1,216,876.52 ",0,85.61,3.786,218.89,7.574,5/27/2011,Fri
12,27,5,2011," $ 964,332.51 ",0,76.67,4.087,129.06,13.736,5/27/2011,Fri
13,27,5,2011," $ 1,866,369.93 ",0,54.62,3.778,129.06,7.193,5/27/2011,Fri
14,27,5,2011," $ 2,080,694.24 ",0,69.7,3.985,185.86,8.521,5/27/2011,Fri
15,27,5,2011," $ 636,193.24 ",0,65.87,4.134,134.77,7.658,5/27/2011,Fri
16,27,5,2011," $ 444,718.68 ",0,45.17,3.795,192.84,6.339,5/27/2011,Fri
17,27,5,2011," $ 892,056.64 ",0,51.04,3.778,129.06,6.774,5/27/2011,Fri
18,27,5,2011," $ 1,065,214.14 ",0,64.6,4.034,134.77,8.975,5/27/2011,Fri
19,27,5,2011," $ 1,388,553.11 ",0,63.2,4.134,134.77,7.658,5/27/2011,Fri
20,27,5,2011," $ 1,944,433.17 ",0,69.12,3.985,208.56,7.287,5/27/2011,Fri
21,27,5,2011," $ 744,389.81 ",0,76.86,3.786,215.15,7.931,5/27/2011,Fri
22,27,5,2011," $ 1,021,568.34 ",0,62.59,4.034,138.68,8.252,5/27/2011,Fri
23,27,5,2011," $ 1,361,945.18 ",0,63.27,4.034,134.77,4.781,5/27/2011,Fri
24,27,5,2011," $ 1,311,153.72 ",0,65.74,4.134,134.77,8.212,5/27/2011,Fri
25,27,5,2011," $ 718,373.94 ",0,67.18,3.985,208.56,7.287,5/27/2011,Fri
26,27,5,2011," $ 996,723.58 ",0,56.74,4.034,134.77,7.818,5/27/2011,Fri
27,27,5,2011," $ 1,820,723.17 ",0,66.43,4.134,138.68,7.725,5/27/2011,Fri
28,27,5,2011," $ 1,160,043.98 ",0,76.67,4.087,129.06,13.736,5/27/2011,Fri
29,27,5,2011," $ 550,735.64 ",0,62.59,4.034,134.77,9.966,5/27/2011,Fri
30,27,5,2011," $ 429,305.82 ",0,76.86,3.786,215.15,7.931,5/27/2011,Fri
31,27,5,2011," $ 1,342,273.64 ",0,76.86,3.786,215.15,7.931,5/27/2011,Fri
32,27,5,2011," $ 1,175,447.49 ",0,55.13,3.795,192.84,8.595,5/27/2011,Fri
33,27,5,2011," $ 239,431.85 ",0,82.32,3.933,129.06,8.687,5/27/2011,Fri
34,27,5,2011," $ 941,311.83 ",0,65.99,3.771,129.06,10.581,5/27/2011,Fri
35,27,5,2011," $ 850,708.60 ",0,66.43,3.985,138.68,8.512,5/27/2011,Fri
36,27,5,2011," $ 348,655.20 ",0,81.28,3.786,214.24,8.3,5/27/2011,Fri
37,27,5,2011," $ 507,086.75 ",0,81.28,3.786,214.24,8.3,5/27/2011,Fri
38,27,5,2011," $ 356,886.10 ",0,76.67,4.087,129.06,13.736,5/27/2011,Fri
39,27,5,2011," $ 1,406,124.14 ",0,82.1,3.786,214.24,8.3,5/27/2011,Fri
40,27,5,2011," $ 972,373.81 ",0,63.11,4.034,134.77,4.781,5/27/2011,Fri
41,27,5,2011," $ 1,278,304.33 ",0,50.56,3.795,192.84,6.934,5/27/2011,Fri
42,27,5,2011," $ 503,295.29 ",0,78.62,3.933,129.06,8.494,5/27/2011,Fri
43,27,5,2011," $ 578,209.63 ",0,80.89,3.786,207.31,10.581,5/27/2011,Fri
44,27,5,2011," $ 308,442.49 ",0,54.62,3.778,129.06,6.906,5/27/2011,Fri
45,27,5,2011," $ 817,653.25 ",0,69.7,3.985,185.86,8.521,5/27/2011,Fri
1,27,7,2012," $ 1,439,123.71 ",0,82.66,3.407,221.94,6.908,7/27/2012,Fri
2,27,7,2012," $ 1,757,923.88 ",0,86.37,3.407,221.58,6.565,7/27/2012,Fri
3,27,7,2012," $ 389,427.90 ",0,84.94,3.407,225.45,6.334,7/27/2012,Fri
4,27,7,2012," $ 2,048,613.65 ",0,81.06,3.356,130.72,4.077,7/27/2012,Fri
5,27,7,2012," $ 306,827.36 ",0,85.06,3.407,222.53,5.603,7/27/2012,Fri
6,27,7,2012," $ 1,513,229.16 ",0,85.78,3.407,223.55,5.668,7/27/2012,Fri
7,27,7,2012," $ 686,365.40 ",0,64.6,3.57,197.98,7.872,7/27/2012,Fri
8,27,7,2012," $ 838,227.52 ",0,81.71,3.407,225.50,5.401,7/27/2012,Fri
9,27,7,2012," $ 495,951.00 ",0,86.41,3.407,225.70,5.277,7/27/2012,Fri
10,27,7,2012," $ 1,817,603.66 ",0,83.98,3.769,130.72,7.17,7/27/2012,Fri
11,27,7,2012," $ 1,272,395.02 ",0,85.43,3.407,225.45,6.334,7/27/2012,Fri
12,27,7,2012," $ 916,967.92 ",0,93.47,3.769,130.72,10.926,7/27/2012,Fri
13,27,7,2012," $ 1,914,430.53 ",0,80.42,3.537,130.72,5.765,7/27/2012,Fri
14,27,7,2012," $ 1,479,514.66 ",0,77.2,3.647,191.17,8.684,7/27/2012,Fri
15,27,7,2012," $ 571,190.83 ",0,73.9,3.82,138.20,8.193,7/27/2012,Fri
16,27,7,2012," $ 539,337.87 ",0,69,3.57,197.98,6.061,7/27/2012,Fri
17,27,7,2012," $ 907,493.24 ",0,74.2,3.537,130.72,5.936,7/27/2012,Fri
18,27,7,2012," $ 924,506.26 ",0,72.97,3.701,138.20,8.535,7/27/2012,Fri
19,27,7,2012," $ 1,248,915.43 ",0,74.43,3.82,138.20,8.193,7/27/2012,Fri
20,27,7,2012," $ 1,911,559.10 ",0,74.6,3.647,214.74,7.28,7/27/2012,Fri
21,27,7,2012," $ 677,789.14 ",0,88.09,3.407,221.58,6.565,7/27/2012,Fri
22,27,7,2012," $ 925,731.21 ",0,73.52,3.701,142.21,7.753,7/27/2012,Fri
23,27,7,2012," $ 1,322,932.36 ",0,69.31,3.701,138.20,4.156,7/27/2012,Fri
24,27,7,2012," $ 1,307,339.14 ",0,73.62,3.82,138.20,8.953,7/27/2012,Fri
25,27,7,2012," $ 659,109.53 ",0,72.98,3.647,214.74,7.28,7/27/2012,Fri
26,27,7,2012," $ 1,031,745.14 ",0,64.12,3.701,138.20,7.405,7/27/2012,Fri
27,27,7,2012," $ 1,625,883.71 ",0,76.01,3.82,142.21,8.239,7/27/2012,Fri
28,27,7,2012," $ 1,135,035.09 ",0,93.47,3.769,130.72,10.926,7/27/2012,Fri
29,27,7,2012," $ 475,158.24 ",0,73.52,3.701,138.20,9.419,7/27/2012,Fri
30,27,7,2012," $ 424,581.17 ",0,88.09,3.407,221.58,6.565,7/27/2012,Fri
31,27,7,2012," $ 1,303,732.36 ",0,88.09,3.407,221.58,6.565,7/27/2012,Fri
32,27,7,2012," $ 1,144,901.52 ",0,77.56,3.57,197.98,7.872,7/27/2012,Fri
33,27,7,2012," $ 249,134.32 ",0,93.95,3.769,130.72,7.147,7/27/2012,Fri
34,27,7,2012," $ 917,883.79 ",0,77.3,3.356,130.72,9.285,7/27/2012,Fri
35,27,7,2012," $ 808,030.15 ",0,76.01,3.647,142.21,8.839,7/27/2012,Fri
36,27,7,2012," $ 279,643.43 ",0,84,3.392,220.62,6.623,7/27/2012,Fri
37,27,7,2012," $ 514,489.17 ",0,84,3.407,220.62,6.623,7/27/2012,Fri
38,27,7,2012," $ 407,186.47 ",0,93.47,3.769,130.72,10.926,7/27/2012,Fri
39,27,7,2012," $ 1,487,797.54 ",0,82.89,3.407,220.62,6.623,7/27/2012,Fri
40,27,7,2012," $ 954,396.85 ",0,67.88,3.701,138.20,4.156,7/27/2012,Fri
41,27,7,2012," $ 1,344,723.97 ",0,73.31,3.57,197.98,6.432,7/27/2012,Fri
42,27,7,2012," $ 516,352.21 ",0,83.98,3.769,130.72,7.17,7/27/2012,Fri
43,27,7,2012," $ 572,447.52 ",0,82.01,3.407,213.33,9.285,7/27/2012,Fri
44,27,7,2012," $ 319,855.26 ",0,80.42,3.537,130.72,5.407,7/27/2012,Fri
45,27,7,2012," $ 711,671.58 ",0,77.2,3.647,191.17,8.684,7/27/2012,Fri
1,27,8,2010," $ 1,449,142.92 ",0,85.22,2.619,211.57,7.787,8/27/2010,Fri
2,27,8,2010," $ 1,863,840.49 ",0,87.12,2.619,211.22,8.099,8/27/2010,Fri
3,27,8,2010," $ 362,134.09 ",0,86.15,2.619,214.89,7.346,8/27/2010,Fri
4,27,8,2010," $ 1,848,403.92 ",0,74.44,2.621,126.09,7.372,8/27/2010,Fri
5,27,8,2010," $ 288,519.75 ",0,87.05,2.619,212.12,6.496,8/27/2010,Fri
6,27,8,2010," $ 1,450,766.12 ",0,85.71,2.619,213.09,6.973,8/27/2010,Fri
7,27,8,2010," $ 554,309.24 ",0,57.57,2.731,190.33,9.017,8/27/2010,Fri
8,27,8,2010," $ 888,816.78 ",0,74.92,2.619,214.94,6.315,8/27/2010,Fri
9,27,8,2010," $ 506,789.66 ",0,84.01,2.619,215.12,6.442,8/27/2010,Fri
10,27,8,2010," $ 1,727,565.42 ",0,84.99,3.022,126.09,9.199,8/27/2010,Fri
11,27,8,2010," $ 1,311,263.07 ",0,87.7,2.619,214.89,7.346,8/27/2010,Fri
12,27,8,2010," $ 1,004,516.46 ",0,93.19,3.129,126.09,14.18,8/27/2010,Fri
13,27,8,2010," $ 1,908,278.27 ",0,75.31,2.854,126.09,7.951,8/27/2010,Fri
14,27,8,2010," $ 2,020,332.07 ",0,71.36,2.755,182.61,8.743,8/27/2010,Fri
15,27,8,2010," $ 649,791.15 ",0,65.07,2.885,132.69,8.099,8/27/2010,Fri
16,27,8,2010," $ 581,010.52 ",0,65.66,2.731,190.33,6.868,8/27/2010,Fri
17,27,8,2010," $ 802,583.89 ",0,65.03,2.854,126.09,6.697,8/27/2010,Fri
18,27,8,2010," $ 1,214,302.76 ",0,67.05,2.77,132.69,9.342,8/27/2010,Fri
19,27,8,2010," $ 1,557,888.16 ",0,66.4,2.885,132.69,8.099,8/27/2010,Fri
20,27,8,2010," $ 1,946,369.57 ",0,70.51,2.755,204.79,7.527,8/27/2010,Fri
21,27,8,2010," $ 855,882.57 ",0,86.2,2.619,211.22,8.099,8/27/2010,Fri
22,27,8,2010," $ 1,081,420.96 ",0,68.99,2.77,136.56,8.433,8/27/2010,Fri
23,27,8,2010," $ 1,584,623.36 ",0,63.25,2.77,132.69,5.326,8/27/2010,Fri
24,27,8,2010," $ 1,350,059.35 ",0,67,2.885,132.69,8.117,8/27/2010,Fri
25,27,8,2010," $ 711,461.95 ",0,67.15,2.755,204.79,7.527,8/27/2010,Fri
26,27,8,2010," $ 977,322.52 ",0,57.23,2.77,132.69,8.445,8/27/2010,Fri
27,27,8,2010," $ 1,870,684.21 ",0,70.31,2.885,136.56,7.982,8/27/2010,Fri
28,27,8,2010," $ 1,191,585.92 ",0,93.19,3.129,126.09,14.18,8/27/2010,Fri
29,27,8,2010," $ 545,766.13 ",0,68.99,2.77,132.69,10.409,8/27/2010,Fri
30,27,8,2010," $ 443,810.78 ",0,86.2,2.619,211.22,8.099,8/27/2010,Fri
31,27,8,2010," $ 1,326,621.98 ",0,86.2,2.619,211.22,8.099,8/27/2010,Fri
32,27,8,2010," $ 1,140,501.03 ",0,74.95,2.731,190.33,9.017,8/27/2010,Fri
33,27,8,2010," $ 224,031.19 ",0,94,3.022,126.09,9.495,8/27/2010,Fri
34,27,8,2010," $ 855,421.39 ",0,72.87,2.621,126.09,9.816,8/27/2010,Fri
35,27,8,2010," $ 917,693.06 ",0,70.31,2.755,136.56,8.861,8/27/2010,Fri
36,27,8,2010," $ 412,050.73 ",0,84.62,2.562,210.33,8.36,8/27/2010,Fri
37,27,8,2010," $ 512,157.25 ",0,84.62,2.619,210.33,8.36,8/27/2010,Fri
38,27,8,2010," $ 322,868.56 ",0,93.19,3.129,126.09,14.18,8/27/2010,Fri
39,27,8,2010," $ 1,417,515.93 ",0,84.31,2.619,210.33,8.36,8/27/2010,Fri
